biome * ffffff ffffff ffffff
biome 106 ffffff 80b497 60a17b
biome 107 ffffff ccc46c a3bc62
biome 108 ffffff 63b26d 63b26d
biome 109 ffffff 9abe4b 82ac1e
biome 110 cc5100 9e8b69 9e8b69
biome 111 ffffff bfb755 aea42a
biome 112 ffffff bec44c b3c442
biome 113 ffff77 ccc9ad d7dbb6
biome 114 ffffff 79c05a 59ae30
biome 115 ffffff bfb755 aea42a
biome 116 ffffff bfb755 aea42a
biome 117 ffffff bfb755 aea42a
biome 118 ffffff bfb755 aea42a
biome 119 ffffff bfb755 aea42a
biome 120 ffffff bfb755 aea42a
biome 121 ffffff bfb755 aea42a
biome 122 ffffff 79c05a 59ae30
biome 123 ffffff bfb755 aea42a
biome 124 ffffff 80b497 60a17b
biome 126 ffffff 8eb971 71a74d
biome 127 ffffff bfb755 aea42a
biome 129 ffffff 91bd59 77ab2f
biome 130 ffffff bfb755 aea42a
biome 131 ffffff 8ab689 6da36b
biome 132 ffffff 79c05a 59ae30
biome 133 ffffff 86b783 68a464
biome 134 e0ffae 6a7039 6a7039
biome 140 ffffff 80b497 60a17b
biome 149 ffffff 59c93c 30bb0b
biome 151 ffffff 64c73f 3eb80f
biome 155 ffffff 88bb66 6ba940
biome 156 ffffff 88bb66 6ba940
biome 157 ffffff 507a32 59ae30
biome 158 ffffff 80b497 60a17b
biome 160 ffffff 86b783 68a464
biome 161 ffffff 86b783 68a464
biome 162 ffffff 8ab689 6da36b
biome 163 ffffff bfb755 aea42a
biome 164 ffffff bfb755 aea42a
biome 165 ffffff 90814d 9e814d
biome 166 ffffff 90814d 9e814d
biome 167 ffffff 90814d 9e814d
biome 192 cc1188 6d4189 7c6d87
biome 193 0077ee 55ff81 66ffc5
biome 194 2e535f 404840 405340
biome 195 ffffff 8eb971 71a74d
blocktype * * normal
blocktype 2 * grass
blocktype 8 * water
blocktype 9 * water
blocktype 18 * leaves
blocktype 18 1 opaque
blocktype 18 2 opaque
blocktype 31 * grass
blocktype 106 * foliage
blocktype 169 * grass
blocktype 1920 * grass
blocktype 1923 * opaque
blocktype 1924 * opaque
blocktype 1925 * foliage
blocktype 1926 * opaque
blocktype 1932 * foliage
blocktype 1962 * leaves
blocktype 2164 * leaves
blocktype 2177 * leaves
blocktype 2200 * opaque
blocktype 2204 * leaves
blocktype 3257 * opaque
blocktype 3258 * opaque
blocktype 3259 * leaves
blocktype 3272 * opaque
blocktype 3278 * opaque
block * * 00000000
block 1 * ff7d7d7d
block 2 * ff939393
block 3 * ff866043
block 3 2 ff5a3f1c
block 4 * ff7a7a7a
block 5 * ff9c7f4e
block 5 1 ff674d2e
block 5 2 ffc3b37b
block 5 3 ff9a6e4d
block 5 4 ffa95b33
block 5 5 ff3d2712
block 6 * 6438561c
block 6 0 6b476625
block 6 1 53333a21
block 6 2 6b769654
block 6 3 55305612
block 6 4 4b727314
block 6 8 6b476625
block 6 9 53333a21
block 6 10 6b769654
block 6 11 55305612
block 6 12 4b727314
block 7 * ff535353
block 8 * b22e43f4
block 9 * b22e43f4
block 10 * ffd76215
block 11 * ffd76215
block 12 * ffdbd3a0
block 12 1 ffa95821
block 13 * ff7e7c7a
block 14 * ff8f8b7c
block 15 * ff87827e
block 16 * ff737373
block 17 * ff665131
block 17 0 ff9a7d4d
block 17 1 ff685130
block 17 2 ffb8a679
block 17 3 ff997649
block 17 5 ff2d1c0c
block 17 6 ffcecec9
block 17 7 ff57431a
block 17 9 ff2d1c0c
block 17 10 ffcecec9
block 17 11 ff57431a
block 17 13 ff2d1c0c
block 17 14 ffcecec9
block 17 15 ff57431a
block 18 * ff878787
block 18 1 ff2c452c
block 18 2 ff43582d
block 18 3 ff918e86
block 18 5 ff747474
block 18 7 ff918e86
block 18 9 ff747474
block 18 11 ff918e86
block 18 13 ff747474
block 18 15 ff918e86
block 19 * ffb6b639
block 20 * 46daf0f4
block 21 * ff667086
block 22 * ff264389
block 23 * ff606060
block 23 1 ff565656
block 23 9 ff565656
block 24 * ffdad29e
block 25 * ff644332
block 26 * ff8e1616
block 26 8 ffaf7474
block 26 9 ffaf7474
block 26 10 ffaf7474
block 26 11 ffaf7474
block 26 12 ffaf7474
block 26 13 ffaf7474
block 26 14 ffaf7474
block 26 15 ffaf7474
block 27 * ab846c48
block 27 8 ab9a6846
block 27 9 ab9a6846
block 27 10 ab9a6846
block 27 11 ab9a6846
block 27 12 ab9a6846
block 27 13 ab9a6846
block 27 14 ab9a6846
block 27 15 ab9a6846
block 28 * 9b895c50
block 28 0 9b786559
block 28 1 9b786559
block 28 2 9b786559
block 28 3 9b786559
block 28 4 9b786559
block 28 5 9b786559
block 28 6 9b786559
block 28 7 9b786559
block 29 * ff6a665f
block 29 0 ff606060
block 29 1 ff8d9263
block 29 6 ff8d9263
block 29 7 ff8d9263
block 29 8 ff606060
block 29 9 ff606060
block 29 14 ff8d9263
block 29 15 ff8d9263
block 30 * 68dcdcdc
block 31 * 517b4f19
block 31 1 a2747474
block 31 2 4e787878
block 32 * 517b4f19
block 33 * ff6a665f
block 33 0 ff606060
block 33 1 ff998159
block 33 6 ff998159
block 33 7 ff998159
block 33 8 ff606060
block 33 9 ff606060
block 33 14 ff998159
block 33 15 ff998159
block 34 * ff6a665f
block 34 0 ff998159
block 34 1 ff998159
block 34 8 ff998159
block 34 9 ff8d9263
block 35 0 ffdddddd
block 35 1 ffdb7d3e
block 35 2 ffb350bc
block 35 3 ff6a8ac9
block 35 4 ffb1a627
block 35 5 ff41ae38
block 35 6 ffd08499
block 35 7 ff404040
block 35 8 ff9aa1a1
block 35 9 ff2e6e89
block 35 10 ff7e3db5
block 35 11 ff2e388d
block 35 12 ff4f321f
block 35 13 ff35461b
block 35 14 ff963430
block 35 15 ff191616
block 36 * ff998159
block 37 * 60ffff00
block 38 * 60ff0000
block 39 * 198a6953
block 40 * 21c33538
block 41 * fff9ec4e
block 42 * ffdbdbdb
block 43 * ff7a7a7a
block 43 0 ff9f9f9f
block 43 1 ffdad29e
block 43 2 ff9c7f4e
block 43 4 ff926356
block 43 6 ff2c161a
block 43 7 ffece9e2
block 43 8 ff9f9f9f
block 43 9 ffdad29e
block 43 10 ff9c7f4e
block 43 12 ff926356
block 43 14 ff2c161a
block 43 15 ffece9e2
block 44 * ff7a7a7a
block 44 0 ff9f9f9f
block 44 1 ffdad29e
block 44 2 ff9c7f4e
block 44 4 ff926356
block 44 6 ff2c161a
block 44 7 ffece9e2
block 44 8 ff9f9f9f
block 44 9 ffdad29e
block 44 10 ff9c7f4e
block 44 12 ff926356
block 44 14 ff2c161a
block 44 15 ffece9e2
block 45 * ff926356
block 46 * ff82412f
block 47 * ff9c7f4e
block 48 * ff677967
block 49 * ff14121d
block 50 * 13826a3a
block 51 * 99d08328
block 52 * 9b1a2731
block 53 * ff9c7f4e
block 54 * ff9c7f4e
block 55 * 35efefef
block 56 * ff818c8f
block 57 * ff61dbd5
block 58 * ff6b472a
block 59 * a6566607
block 59 0 0500b312
block 59 1 1312ac0f
block 59 2 2b1c890b
block 59 3 4d258b08
block 59 4 672e8007
block 59 5 80427b07
block 59 6 8e507607
block 60 * ff4b280d
block 60 0 ff734b2d
block 61 * ff606060
block 62 * ff606060
block 63 * ff9c7f4e
block 64 * ffa08443
block 65 * 8f795f34
block 66 * 6b786b56
block 66 0 8f796c58
block 66 1 8f796c58
block 66 2 8f796c58
block 66 3 8f796c58
block 66 4 8f796c58
block 66 5 8f796c58
block 67 * ff7a7a7a
block 68 * ff9c7f4e
block 69 * 136a5940
block 70 * ff7d7d7d
block 71 * ffbbbbbb
block 72 * ff9c7f4e
block 73 * ff846b6b
block 74 * ff846b6b
block 75 * 135d3e26
block 76 * 19a74b29
block 77 * ff7d7d7d
block 78 * ffeffbfb
block 79 * 9f7dadff
block 80 * ffeffbfb
block 81 * c30d6318
block 82 * ff9ea4b0
block 83 * 8c94c065
block 84 * ff6b4937
block 85 * ff9c7f4e
block 86 * ffc07615
block 87 * ff6f3634
block 88 * ff544033
block 89 * ff8f7645
block 90 * bf580bc0
block 91 * ffc07615
block 92 * c3e4cdce
block 93 * ff979393
block 94 * ffa09393
block 95 0 7bffffff
block 95 1 7bd87e32
block 95 2 7bb24bd8
block 95 3 7b6599d8
block 95 4 7be4e432
block 95 5 7b7ecb18
block 95 6 7bf17ea4
block 95 7 7b4b4b4b
block 95 8 7b999999
block 95 9 7b4b7e99
block 95 10 7b7e3eb2
block 95 11 7b324bb2
block 95 12 7b654b32
block 95 13 7b657e32
block 95 14 7b993232
block 95 15 7b181818
block 96 * db7e5d2d
block 97 * ff7d7d7d
block 97 1 ff7a7a7a
block 97 2 ff7a7a7a
block 97 3 ff72776a
block 97 4 ff767676
block 97 5 ff767676
block 98 * ff7a7a7a
block 98 1 ff72776a
block 98 2 ff767676
block 98 3 ff767676
block 99 * ff8d6a53
block 99 0 ffcaab78
block 99 10 ffcaab78
block 99 11 ffcaab78
block 99 12 ffcaab78
block 99 13 ffcaab78
block 99 15 ffcfccc2
block 100 * ffb62524
block 100 0 ffcaab78
block 100 10 ffcaab78
block 100 11 ffcaab78
block 100 12 ffcaab78
block 100 13 ffcaab78
block 100 15 ffcfccc2
block 101 * 736d6c6a
block 102 * 46daf0f4
block 103 * ff979924
block 104 0 22009900
block 104 1 22139402
block 104 2 22268f04
block 104 3 22398a07
block 104 4 224c8509
block 104 5 2260810c
block 104 6 22737c0e
block 104 7 22867710
block 104 8 22007213
block 104 9 22136d15
block 104 10 22266918
block 104 11 2239641a
block 104 12 224c5f1c
block 104 13 22605a1f
block 104 14 22735521
block 104 15 22865124
block 105 0 22009900
block 105 1 22139402
block 105 2 22268f04
block 105 3 22398a07
block 105 4 224c8509
block 105 5 2260810c
block 105 6 22737c0e
block 105 7 22867710
block 105 8 22007213
block 105 9 22136d15
block 105 10 22266918
block 105 11 2239641a
block 105 12 224c5f1c
block 105 13 22605a1f
block 105 14 22735521
block 105 15 22865124
block 106 * 8a6f6f6f
block 107 * ff9c7f4e
block 108 * ff926356
block 109 * ff7a7a7a
block 110 * ff6f6369
block 111 * 930e3b16
block 112 * ff2c161a
block 113 * ff2c161a
block 114 * ff2c161a
block 115 * cc6f1211
block 115 0 2a6a0e1e
block 115 1 786c0f16
block 115 2 786c0f16
block 116 * ff67403b
block 117 * 767c6751
block 118 * 6f454545
block 119 * bf580bc0
block 120 * ff597560
block 121 * ffdddfa5
block 122 * ff0c090f
block 123 * ff462b1a
block 124 * ff775937
block 125 * ff9c7f4e
block 125 1 ff674d2e
block 125 2 ffc3b37b
block 125 3 ff9a6e4d
block 125 4 ffa95b33
block 125 5 ff3d2712
block 125 9 ff674d2e
block 125 10 ffc3b37b
block 125 11 ff9a6e4d
block 125 12 ffa95b33
block 125 13 ff3d2712
block 126 * ff9c7f4e
block 126 1 ff674d2e
block 126 2 ffc3b37b
block 126 3 ff9a6e4d
block 126 4 ffa95b33
block 126 5 ff3d2712
block 126 9 ff674d2e
block 126 10 ffc3b37b
block 126 11 ff9a6e4d
block 126 12 ffa95b33
block 126 13 ff3d2712
block 127 * 8391501e
block 128 * ffdad29e
block 129 * ff6d8074
block 130 * ff14121d
block 131 * 2d8a8171
block 132 * 08818181
block 133 * ff51d975
block 134 * ff674d2e
block 135 * ffc3b37b
block 136 * ff9a6e4d
block 137 * ffb2896f
block 138 * ff74ddd7
block 139 * ff7a7a7a
block 139 1 ff677967
block 140 * 31764133
block 141 * 6f158002
block 141 0 0901ab10
block 141 1 0901ab10
block 141 2 1701bb0f
block 141 3 1701bb0f
block 141 4 3600be10
block 141 5 3600be10
block 141 6 3600be10
block 142 * 6922aa24
block 142 0 0901ab10
block 142 1 0901ab10
block 142 2 1701bb0f
block 142 3 1701bb0f
block 142 4 3600be10
block 142 5 3600be10
block 142 6 3600be10
block 143 * ff9c7f4e
block 144 * ff544033
block 145 * ff404040
block 146 * ff9c7f4e
block 147 * fff9ec4e
block 148 * ffdbdbdb
block 149 * ffa59594
block 149 0 ff9c9695
block 149 1 ff9c9695
block 149 2 ff9c9695
block 149 3 ff9c9695
block 149 4 ff9c9695
block 149 5 ff9c9695
block 149 6 ff9c9695
block 149 7 ff9c9695
block 150 * ffa59594
block 151 * ff82745e
block 152 * ffab1b09
block 153 * ff7d544f
block 154 * 6f454545
block 155 * ffece9e2
block 155 1 ffe7e4db
block 155 2 ffe8e5dd
block 155 3 ffe7e3db
block 155 4 ffe7e3db
block 156 * ffece9e2
block 157 * 9b685347
block 157 8 9b8d5146
block 157 9 9b8d5146
block 157 10 9b8d5146
block 157 11 9b8d5146
block 157 12 9b8d5146
block 157 13 9b8d5146
block 157 14 9b8d5146
block 157 15 9b8d5146
block 158 * ff606060
block 158 1 ff565656
block 158 9 ff565656
block 159 0 ffd1b2a1
block 159 1 ffa15325
block 159 2 ff95586c
block 159 3 ff716c89
block 159 4 ffba8523
block 159 5 ff677534
block 159 6 ffa14e4e
block 159 7 ff392a23
block 159 8 ff876a61
block 159 9 ff565b5b
block 159 10 ff764656
block 159 11 ff4a3b5b
block 159 12 ff4d3323
block 159 13 ff4c532a
block 159 14 ff8f3d2e
block 159 15 ff251610
block 160 0 7bffffff
block 160 1 7bd87e32
block 160 2 7bb24bd8
block 160 3 7b6599d8
block 160 4 7be4e432
block 160 5 7b7ecb18
block 160 6 7bf17ea4
block 160 7 7b4b4b4b
block 160 8 7b999999
block 160 9 7b4b7e99
block 160 10 7b7e3eb2
block 160 11 7b324bb2
block 160 12 7b654b32
block 160 13 7b657e32
block 160 14 7b993232
block 160 15 7b181818
block 161 * 9a265f0c
block 162 * ff696359
block 162 0 ff9a5b40
block 162 1 ff4e3e29
block 162 2 ff9a5b40
block 162 3 ff4e3e29
block 162 5 ff342817
block 162 7 ff342817
block 162 9 ff342817
block 162 11 ff342817
block 162 13 ff342817
block 162 15 ff342817
block 163 * ffa95b33
block 164 * ff3d2712
block 165 0 ff847971
block 166 0 ff878787
block 167 0 ff7a876d
block 168 0 ff818384
block 169 * ff93702b
block 170 * ff9d7412
block 170 0 ffa88b10
block 170 1 ffa88b10
block 170 2 ffa88b10
block 170 3 ffa88b10
block 171 0 ffdddddd
block 171 1 ffdb7d3e
block 171 2 ffb350bc
block 171 3 ff6a8ac9
block 171 4 ffb1a627
block 171 5 ff41ae38
block 171 6 ffd08499
block 171 7 ff404040
block 171 8 ff9aa1a1
block 171 9 ff2e6e89
block 171 10 ff7e3db5
block 171 11 ff2e388d
block 171 12 ff4f321f
block 171 13 ff35461b
block 171 14 ff963430
block 171 15 ff191616
block 172 * ff965c42
block 173 * ff121212
block 174 * ffa5c2f5
block 175 * 33416d2b
block 175 1 568e9484
block 175 2 8a7a7a7a
block 175 3 9e7b7b7b
block 175 4 b9454003
block 175 5 9336583b
block 176 * 9a43582d
block 177 * 66424527
block 178 0 ffc8871b
block 179 * ff323232
block 180 * ffe7e7e7
block 181 0 ff605e53
block 182 0 ff323232
block 183 0 68686b62
block 184 * ff616055
block 184 8 e75f5d52
block 184 9 e75f5d52
block 184 10 e75f5d52
block 184 11 e75f5d52
block 184 12 e75f5d52
block 184 13 e75f5d52
block 184 14 e75f5d52
block 184 15 e75f5d52
block 185 0 f4efeff0
block 186 0 f4f0efee
block 187 0 ff3d3a3a
block 187 1 ffd54b48
block 187 2 ff587338
block 187 3 ff7f543b
block 187 4 ff4654cd
block 187 5 ffb45ce9
block 187 6 ff47a7c8
block 187 7 ffa9a9a9
block 187 8 ff656565
block 187 9 fff3c0d1
block 187 10 ff5de84f
block 187 11 ffece43e
block 187 12 ffa4c2ef
block 187 13 ffe47de9
block 187 14 fff8b060
block 187 15 ffdfdfdf
block 188 * ff927749
block 189 * ffacaba8
block 190 0 ff8e4d1a
block 190 1 ffc1c1c1
block 190 2 ffd15c00
block 190 3 ff9a9e6b
block 190 4 ffa3aa91
block 190 5 ff9aaeb4
block 191 0 ff1f1e20
block 191 1 ffa56431
block 191 2 fff5f64b
block 191 3 ff202020
block 191 4 ff1e1e20
block 191 5 ff7c8a92
block 191 6 ff1e1e21
block 191 7 ff1d1d21
block 191 8 ff1d1d20
block 191 9 4ecfecf0
block 191 10 ffc4c4c4
block 191 11 ffc2c8c9
block 191 12 ffd8d6d7
block 191 13 ff1f1f22
block 192 0 ffbdc3c5
block 192 1 ffbdc3c5
block 192 2 ffb4bbbc
block 192 3 ffbdc3c5
block 192 4 ffbdc3c5
block 193 0 ffbdc3c5
block 193 1 ffbdc3c5
block 193 2 ff959fa2
block 193 3 ffb4bbbc
block 194 * ffbdc3c5
block 194 3 ff2d2b47
block 194 5 ff9a9e6c
block 194 6 ff919697
block 195 0 ffbdc3c5
block 196 0 ff8f917e
block 197 0 ff9aa28b
block 198 0 ff96927e
block 199 0 ff99a08a
block 200 0 ff736c63
block 200 1 ffbcc3c4
block 200 2 ffc59d9d
block 200 3 ff5b472c
block 200 4 ffb9bebc
block 200 5 ffbb8782
block 200 6 ffc7c980
block 200 7 ffa24f14
block 201 0 ff503f28
block 201 1 ff794019
block 201 2 ff8b9090
block 201 3 ff917b7b
block 202 * ffbdc3c5
block 202 1 ffe2e2e2
block 202 3 ffa3a9aa
block 202 9 ffa2aaac
block 202 11 ffa3a9aa
block 202 12 ffbfc8c8
block 202 13 ffc3cbcb
block 202 14 ffbfc8c8
block 202 15 ffbfc8c8
block 203 * ffbdc3c5
block 203 0 ff90bdc2
block 203 1 ff484c4d
block 203 2 ffb8bebf
block 203 3 ffb4bbbb
block 203 4 ff898e8f
block 203 6 ffb6bdbd
block 203 7 ffb7bcb8
block 203 8 ffa9a9b0
block 203 14 ffaab2b4
block 203 15 ff909192
block 204 0 ffbdc3c5
block 204 1 ffc0c6c7
block 204 2 ffbfc8c8
block 204 3 ff2b2b33
block 204 4 ffadbbb5
block 204 5 ffa5abac
block 204 6 ffa5ac9c
block 204 7 ffb9bfc0
block 204 8 ff7d8182
block 205 * ffc4c1c1
block 206 * ffe5e2e2
block 207 0 ff6b6b6b
block 208 0 ff5c5c5c
block 209 0 ffb9c6ca
block 209 1 ffbdc3c5
block 209 2 ffbdc3c5
block 210 0 ff82412f
block 211 0 ff82412f
block 212 0 13b33715
block 213 0 13a9472c
block 214 * 17684e1e
block 214 1 335d461b
block 214 2 1f4c5a18
block 214 3 273c6115
block 214 4 31366414
block 214 5 39316613
block 214 6 45296a11
block 214 7 1b7d673e
block 214 8 1f4e3a16
block 214 9 2052571c
block 214 10 234f5e1d
block 214 11 2c486c21
block 215 * ff5f4a2d
block 216 * f43b0533
block 217 * f4202020
block 218 * da135a6a
block 219 * c6b52834
block 220 * ff80776c
block 221 * b2376e24
block 222 * f4a7984c
block 223 * b24355f5
block 224 * f4c9d0d0
block 225 * f4bbbbbb
block 226 0 ffa1acad
block 226 1 ffb9c7c8
block 226 2 ffabbdc4
block 226 3 ffa1acad
block 226 4 ffbcc3c4
block 228 0 ff3f4243
block 228 1 ff344652
block 228 2 ff393d4a
block 228 3 ff264142
block 228 4 ff421c20
block 229 * 29adc2d7
block 230 * 29b1cce1
block 232 * ffd3ddf1
block 233 * ffcad5ed
block 234 * ffc6d2eb
block 235 * 05f3f5fb
block 236 * 05f3f5fb
block 237 * ffcbe8fa
block 238 * ff8336b1
block 239 * ff1b1c1c
block 239 1 ff484848
block 239 2 ff474747
block 239 3 ff444444
block 240 * ff1b1c1c
block 240 1 ff484848
block 240 2 ff474747
block 240 3 ff444444
block 241 * ffdbdbdb
block 242 * ff7b7b7b
block 243 * ffb8945e
block 244 * ff484848
block 245 * 0f7d7182
block 246 * ff484848
block 247 * ff82412f
block 248 * 9bbe7f0d
block 249 * ff464746
block 250 * 40636261
block 251 * 9b716f6b
block 252 * ff6e6b69
block 253 * 06e6eff9
block 254 * ff555555
block 255 * ff848381
block 409 * 9b514d46
block 410 * ff62615e
block 411 * ff526374
block 412 * ff777977
block 413 * ff9779af
block 414 * ff7c7a7a
block 415 * ff494949
block 416 * ff3a3142
block 423 * ff69768b
block 423 0 ff6f757f
block 423 1 ff6d7583
block 423 2 ff6b7686
block 423 4 ff68738e
block 423 5 ff666f92
block 423 6 ff656b97
block 423 7 ff666697
block 424 * ff745e8e
block 424 0 ff695f8e
block 424 1 ff6c5e8e
block 424 2 ff705e8e
block 424 4 ff775e8e
block 424 5 ff7b5e8e
block 424 6 ff7f5e8e
block 424 7 ff835e8e
block 425 * ff504f53
block 426 * ff757371
block 426 1 ff8a5794
block 426 8 ff6a6c6c
block 426 9 23ae00e1
block 427 * 2321f2dd
block 427 0 ff927a67
block 427 1 ff989555
block 427 2 ff6a9755
block 427 3 ff61978f
block 427 4 ff927a67
block 427 5 ff989555
block 427 6 ff6a9755
block 427 7 ff61978f
block 427 8 23dc8445
block 427 9 23f3ed00
block 427 10 2340e500
block 427 12 23dc8445
block 427 13 23f3ed00
block 427 14 2340e500
block 428 * ff757371
block 428 1 ff8a5794
block 428 8 ff6a6c6c
block 428 9 23ae00e1
block 429 * 745d5d5d
block 430 * ffd8d7d6
block 431 * 67d1d1d1
block 432 * ff1b1c1c
block 433 * ff484848
block 434 * ff474747
block 435 * ff444444
block 436 * ff8336b1
block 437 * ffd3ddf1
block 438 * ffc6d2eb
block 439 * ffcad5ed
block 440 * ff58585f
block 440 1 ff4e4e8b
block 441 * ff424243
block 441 1 ff504855
block 442 * ff65656c
block 443 * fd664c1d
block 444 * ff9c7f4e
block 445 0 ff9c7f4e
block 445 1 ffdbdbdb
block 446 0 ff9c7f4e
block 446 1 ffdbdbdb
block 447 * ff9c7f4e
block 448 * ff9c7f4e
block 449 * 3600be10
block 449 0 0901ab10
block 449 1 0901ab10
block 449 2 1701bb0f
block 449 3 1701bb0f
block 449 4 1701bb0f
block 449 7 6922aa24
block 449 8 1701bb0f
block 449 9 1701bb0f
block 449 15 6922aa24
block 450 * 3600be10
block 450 0 0901ab10
block 450 1 0901ab10
block 450 2 1701bb0f
block 450 3 1701bb0f
block 450 4 1701bb0f
block 450 7 6f158002
block 450 8 1701bb0f
block 450 9 1701bb0f
block 450 15 6f158002
block 451 * 2f98923c
block 451 0 07bba374
block 451 1 07bba374
block 451 2 13b69b6e
block 451 3 13b69b6e
block 451 4 13b69b6e
block 451 7 5b969434
block 451 8 13b69b6e
block 451 9 13b69b6e
block 451 15 5b969434
block 452 * 2fce9329
block 452 0 07ddc950
block 452 1 07ddc950
block 452 2 13d5bf4a
block 452 3 13d5bf4a
block 452 4 13d5bf4a
block 452 7 5bca8923
block 452 8 13d5bf4a
block 452 9 13d5bf4a
block 452 15 5bca8923
block 453 * 5f94bf64
block 453 0 0f91bc63
block 453 1 0f91bc63
block 453 2 3393bf63
block 453 3 3393bf63
block 453 4 3393bf63
block 453 7 8c94c065
block 453 8 3393bf63
block 453 9 3393bf63
block 453 15 8c94c065
block 454 * 33158300
block 454 0 07137500
block 454 1 07137500
block 454 2 17126f00
block 454 3 17126f00
block 454 4 17126f00
block 454 7 3d6ca200
block 454 8 17126f00
block 454 9 17126f00
block 454 15 3d6ca200
block 455 * 2b147e00
block 455 0 0b127200
block 455 1 0b127200
block 455 2 17147e00
block 455 3 17147e00
block 455 4 17147e00
block 455 7 45643904
block 455 8 17147e00
block 455 9 17147e00
block 455 15 45643904
block 456 * 2d38a80a
block 456 0 051f7f07
block 456 1 051f7f07
block 456 2 13268107
block 456 3 13268107
block 456 4 13268107
block 456 7 2d25988a
block 456 8 13268107
block 456 9 13268107
block 456 15 2d25988a
block 457 * 1f76b952
block 457 0 0377ba53
block 457 1 0377ba53
block 457 2 0f79bc55
block 457 3 0f79bc55
block 457 4 0f79bc55
block 457 7 47b68ade
